"lemma_id","lemma","jp_pron","kr_pron","kr_mean","level","en_mean"
67723,娘心,むすめごころ,무스메고코로,"처녀의 마음, 소녀 감성",N1,A girl's heart
34917,本日,ほんじつ,혼지츠,오늘,N4,today
21481,損益,そんえき,손에키,손익,N1,profit and loss
69373,雷鳴,らいめい,라이메,뇌명(천둥소리),N1,Thunder
67108,細面,ほそおもて,호소오모테,갸름한 얼굴,N1,Oval/slender face
70842,真綿,まわた,마와타,"솜, 명주솜",N1,Floss silk
18874,水位,すいい,스이이,수위,N2,water level
68279,麺類,めんるい,멘루이,면류,N1,Noodles
68836,謡曲,ようきょく,요쿄쿠,요곡(노래),N1,Noh chant
37562,も,も,모,도,N6,also; too
6895,悲しみ,かなしみ,카나시미,슬픔,N2,Sadness; sorrow
32846,不足,"ふそく,ぶそく","후소쿠,부소쿠",부족,N5,shortage; lack; insufficiency
25653,です,です,데스,입니다,N6,to be (polite copula)
3282,移す,うつす,우츠스,옮기다,N3,To move; to transfer; to infect
33334,武士,ぶし,부시,무사,N3,samurai; warrior
2317,糸口,いとぐち,이토구치,실마리,N1,Thread end; clue; beginning
33003,踏み切る,ふみきれる,후미키레루,들어가다,N2,to take the plunge; to jump off
31686,百貨,ひゃっか,햣카,백화,N1,department store (as in 百貨店)
31768,氷점,ひょうてん,효우텐,빙점,N1,freezing point
1976,忙しい,いそがしい,이소가시이,바쁘다,N5,Busy
601,鮮やか,あざやか,아자야카,선명하다,N3,Vivid; bright; brilliant; skillful
6029,科学,かがく,카가쿠,과학,N4,Science
31331,氷雨,ひさめ,히사메,"진눈깨비, 찬 비",N1,icy rain; sleet
31732,票決,ひょうけつ,효우케츠,표결,N1,voting; division
31772,漂白,ひょうひゃく,효우햐쿠,표백,N1,bleach; bleaching
25206,手伝う,てつだう,테츠다우,돕다,N5,"to help, to assist"
21507,尊重,そんちょう,손쵸우,존중,N3,"respect, esteem"
40314,良薬,りょうやく,료우야쿠,"좋은 약,양약",N2,good medicine
31782,漂流,ひょうりゅう,효우류우,표류,N1,drifting; afloat
38663,夕食,ゆうしょく,유우쇼쿠,석식,N4,dinner; evening meal
28034,並べる,ならべる,나라베루,정렬하다,N4,"to line up, to set up, to display"
24233,地理,ちり,치리,지리,N4,geography
41791,福,ふく,후쿠,복,N2,fortune; luck; blessing
23252,騙す,だます,다마스,"속이다,달래다",N3,"to deceive, to trick"
10728,ぐちゃぐちゃ,ぐちゃぐちゃ,구챠구챠,엉망진창,N3,Sloppy; messy; mushy
34907,本社,ほんしゃ,혼샤,본사,N3,head office; headquarters; this shrine
20216,拙速,せっそく,셋소쿠,졸속,N1,"rough and ready, hasty"
18003,自動,じどう,지도우,자동,N5,automatic
18791,人事,じんじ,진지,인사,N4,"human affairs, personnel"
17446,信託,しんたく,신타쿠,신탁,N2,"trust, entrusting"
37427,目玉,めだま,메다마,계란,N2,eyeball; main attraction; centerpiece
40998,露天,ろてん,로텐,노천,N1,open-air
14431,皿,さら,사라,그릇,N4,Plate; dish
38774,歪み,ゆがみ,유가미,왜곡,N1,distortion; warp; strain
13517,毎,ごと,고토,~마다,N4,Every; each (usually kana)
87195,聞き飽きる,ききあきる,키키아키루,듣기 지겨워지다,N1,To be tired of hearing
12512,国王,こくおう,코쿠오우,국왕,N2,King
8809,基本,きほん,키혼,기본,N4,Basics; fundamentals
68985,羊毛,ようもう,요모,양모,N1,Wool
70790,丸裸,まるはだか,마루하다카,알몸,N1,Stark naked
9523,切り出す,きりだす,키리다스,말을 꺼내다,N1,To start talking; to cut out (timber/stone)
69371,雷名,らいめい,라이메이,"명성, 뇌명",N1,Fame; renown
69435,辣腕,らつウァン,라츠완,"유능한,민완",N1,Shrewd; capable
70727,守り神,まもりがみ,마모리가미,수호신,N1,Guardian deity
35894,的,まと,마토,과녁,N2,target; mark; object
70097,麗人,れいじん,레진,미인,N1,Beautiful woman
34501,法則,ほうそく,호우소쿠,법칙,N3,law; rule
34938,本題,ほんだい,혼다이,본래 주제,N2,main question; the subject at hand
263152,ぴゅーん,ぴゅうん,퓨운,쓩,N1,Whizzing sound / Zoom
32085,病気,びょうき,뵤우키,병,N5,illness; sickness
95930,チンジャオロース,チンジャオロース,칭쟈오로우스,칭쟈오로스,N1,Pepper steak (Qingjiao Rousi)
22425,達者,たっしゃ,탓샤,능숙한,N2,"skillful, healthy, robust"
5158,帯,おび,오비,허리띠,N2,Belt; sash (obi)
8121,月,がつ,가츠,월,N5,Month; moon
5660,海外,かいがい,카이가이,해외,N5,Overseas; abroad
24636,慎む,つつしむ,츠츠시무,삼가다,N3,"to be discreet, to refrain, to be modest"
26058,灯台,とうだい,토우다이,등대,N3,lighthouse
2045,偉大,いだい,이다이,위대,N3,Great; grand; magnificent
28917,狙う,ねらう,네라우,노리다,N4,To aim at
2703,員,いん,인,원,N5,Member; personnel (suffix)
18456,自由,じゆう,지유우,자유,N5,"freedom, liberty"
16269,縮図,しゅくず,슈쿠즈,축도,N1,"epitome, scale copy, miniature"
21461,其れ,"それ, そのれ",소노레,"그것, 그러므로",N5,that (it)
26233,解き明かす,ときあかす,토키아카수,풀어서 밝혀내다,N2,"to explain, to dispel (doubts)"
990,甘い,あまい,아마이,달다,N5,Sweet; sugary; naive; soft (on someone)
11816,鯉幟,こいのぼり,코이노보리,물고기깃발,N3,Carp streamer (Children's Day)
36846,都,みやこ(と),미야코(토),수도(도),N2,capital; metropolis
97585,侮り,あなどり,아나도리,업신여김,N1,Contempt; disdain
28209,苦い,にがい,니가이,쓰다,N4,bitter
34727,ホッカイドウ,ほっかいどう,홋카이도우,홋카이도,N5,Hokkaido
31268,引く-他動詞,ひく,히쿠,"걸리다, 당기다",N5,to pull; to subtract; to quote; to lead
31427,引っ繰り返す,ひっくりかえす,힛쿠리카에스,뒤집다. 뒤엎다. 쓰러뜨리다. 넘어뜨리다,N2,to turn over; to knock down; to reverse
23883,中盤,ちゅうばん,츄우반,중반,N1,middle stage (of a game or contest)
19398,全て,すべて,스베테,모두,N5,"all, whole, entirely"
55975,新兵,しんぺい,신페이,신병,N1,Recruit; new soldier
13095,此れ,これ,코레,이들. 이것들,N5,This (usually written in kana)
269,青い,あおい,아오이,푸르다,N5,Blue; green; pale; inexperienced
68047,まごつく,まごつく,마고츠쿠,허둥대다,N1,To be confused; to be flustered
17653,ＣＤ,シーディー,시이디이,CD,N5,CD (compact disc)
68332,百聞,ひゃくぶん,햐쿠분,백문,N2,Hearing a hundred times
41180,分かる,わかる,와카루,알다,N5,to understand; to know
70195,烈火,れっか,렉카,열화(맹렬한 불),N1,Raging fire
27374,奴隷,どれい,도레이,노예,N2,"slave, servitude"
19761,背比べ,せいくらべ,세이쿠라베,키 재기,N2,comparing heights
13637,祭,まつり(さい),마츠리(사이),축제(제),N4,Festival
15755,締まる,しまる,시마루,잠기다,N3,To be tight; to be firm; to be closed
22780,担架,たんか,탄카,담가. 들것,N2,"stretcher, litter"
21834,態勢,たいせい,타이세이,태세,N2,"attitude, posture, preparedness"
70609,山肌,やまはだ,야마하다,"산 표면, 산세",N1,Mountain surface
69448,欄外,らんがい,란가이,난외(여백),N1,Margin (of a page)
69604,陸橋,りっきょう,릭쿄,육교,N1,Overpass; land bridge
37798,もっと,もっと,못토,더,N4,more
39015,用意,ようい,요우이,"주의, 준비",N4,preparation; provision
14928,史,し,시,사,N4,History; annals
11621,限,げん,겐,한,N4,Limit; bounds
13352,豪雨,ごうう,고우우,폭우,N3,Heavy rain; downpour
32759,負傷,ふしょう,후쇼우,부상,N3,injury; wound
24455,使い分け,つかいわけ,츠카이와케,구분하여 씀,N1,using different things for different purposes
7188,醸す,かもす,카모스,"빚다, 자아내다",N2,To brew; to cause; to bring about
5699,解雇,かいこ,카이코,해고,N3,Dismissal; firing
5568,か,か,카,인지,N6,(Question particle); or; (suffix for days)
7089,神々,かみがみ,카미가미,신들,N1,Gods; deities
5308,親元,おやもと,오야모토,부모님,N1,One's parents' home
31308,被災,ひさい,히사이,재해,N4,being a victim of (disaster)
31668,罷免,ひめん,히멘,파면,N1,dismissal; discharge
30543,陪食,ばいしょく,바이쇼쿠,귀인을 모시고 식사,N1,dining with a superior
36134,万が一,まんがいち,만가이치,만일,N2,if by some chance; worst case
30060,羽ばたく,はばたく,하바타쿠,날갯짓하는,N2,To flap wings
3229,打ち出す,うちだす,우치다스,내놓다,N2,To announce; to work out (a policy); to begin to beat
1054,雨,あめ,아메,비,N5,Rain
654,紫陽花,あじさい,아지사이,수국,N1,Hydrangea
26578,飛ぶ,とぶ,토부,날다,N5,"to fly, to hop"
27438,ない,ない,나이,않다,N6,"there is no, non-existent"
155169,愛し合う,あいしあう,아이시아우,서로 사랑하다,N1,To love each other
98442,寝心地,ねごこち,네고코치,잠자리,N2,Sleeping comfort
69364,来世,らいせ,라이세,내세,N1,The next world; afterlife
62873,熱量,ねつりょう,네츠료우,열량,N1,Amount of heat; calories
68820,羊羹,ようかん,요칸,양갱,N1,Yokan (sweet bean jelly)
69912,緑陰,りょくいん,료쿠인,녹음(나무 그늘),N1,Shade of trees
35697,ます,ます,마스,#NAME?,N6,polite verb ending
70170,脇腹,わきばら,와키바라,옆구리,N1,Side (of the torso); flank
753,辺り,あたり,아타리,근처,N4,Vicinity; neighborhood; around
70621,惑い,まどい,마도이,"망설임, 미혹",N1,Delusion; perplexity
70503,腕章,わんしょう,완쇼,완장,N1,Armband
22378,立ち上げる,たちあげる,타치아게루,시작하다,N3,"to start up, to launch (business/software)"
23071,大仏,だいぶつ,다이부츠,대불,N1,Great Buddha statue
20987,早期,そうき,소우키,조기,N3,early stage
65795,冷や,ひや,히야,"찬물, 찬 술",N1,Cold sake; cold water
49594,聞き込み,ききこみ,키키코미,탐문,N1,investigation; canvassing for info
19946,青銅,せいどう,세이도우,청동,N2,bronze
17341,震災,しんさい,신사이,"지진 재해,지진",N1,earthquake disaster
70962,湯冷まし,ゆざまし,유자마시,끓여서 식힌 물,N1,Boiled water (cooled)
60084,爪先,つまさき,츠마사키,발끝,N1,Tiptoe; toe
49033,齧り付く,かじりつく,카지리츠쿠,덮석 물다,N1,to sink one's teeth into; to cling to
40237,両国,りょうこく,료우코쿠,양국,N4,both countries
10735,ぐったり,ぐったり,굿타리,녹초가 되어,N1,Limp; exhausted; weary
15543,失言,しつげん,시츠겐,실언,N2,Slip of the tongue; verbal blunder
13354,豪快,ごうかい,고우카이,호쾌,N2,Exciting; heroic; splendid
41059,論点,ろんてん,론텐,논점,N1,point at issue
34527,法的,ほうてき,호우테키,법적,N1,legal; forensic
9362,曲,きょく,쿄쿠,곡,N4,Tune; piece (music)
16565,賞,しょう,쇼우,상,N4,"prize, award"
34800,微笑ましい,ほほえましい,호호에마시이,미소가지어지는,N1,heartwarming; pleasant
34386,法案,ほうあん,호우안,법안,N2,bill (legislative)
33163,古く,ふるく,후루쿠,옛날,N3,anciently; formerly
24555,作り込む,つくりこむ,츠쿠리코무,만들어 넣다,N2,"to put effort into making, to build in"
14383,さ迷う,さまよう,사마요우,헤메다,N1,To wander; to roam
6595,方,ほう(かた),호우(카타),분,N3,Direction; way; person (polite)
70506,腕白,わんぱく,완파쿠,장난꾸러기,N2,Naughty; mischievous
7793,患部,かんぶ,칸부,환부,N1,Affected part (of body)
26121,闘病,とうびょう,토우뵤우,투병,N2,fighting against a disease
5279,重み,おもみ,오모미,무게,N3,Weight; importance; dignity
2742,飲酒,いんしゅ,인슈,음주,N3,Drinking alcohol
31544,人手,ひとで,히토데,"일손, 인수",N3,hand; manpower; someone else's hands
243323,一節,いっせつ,잇세츠,한 구절,N2,A passage / A verse
2347,田舎育ち,いなかそだち,이나카소다치,시골에서 자람,N1,Country-bred; raised in the country
118697,品数,しなかず,시나카즈,상품 수,N1,Number of items
29031,農作,のうさく,노우사쿠,농작,N2,Farming / crops
103165,雪道,ゆきみち,유키미치,눈길,N3,Snowy road
1222,歩き回る,あるきまわる,아루키마와루,걸어서 돌아다니다,N3,To walk around; to roam
28655,人数,いんずう,인주우,사람 수,N3,number of people
93439,衣,い,이,의,N4,Clothes; coating (food)
104349,板塀,いたべい,이타베이,판자,N1,Wooden fence
69328,予鈴,よれい,요레,예령(예비 종),N1,First bell; warning bell
69593,律儀,りちぎ,리치기,"의리가 두터움, 성실함",N1,Honesty; integrity; faithful
27891,ナツメ,なつめ,나쯔메,나츠메,N1,jujube (date)
41324,和洋,わよう,와요우,화양 (일본과 서양),N1,Japanese and Western
12214,広大,こうだい,코우다이,광대,N3,Vast; extensive; huge
27749,流れ,ながれ,나가레,"흐름,절차",N4,"flow, stream, current"
39470,読み進める,よみすすめる,요미스스메루,읽어 나가다,N1,to read on; to continue reading
69756,柳腰,りゅうよう,류요,"유요(버들 허리, 가냘픈 허리)",N1,Slender waist
311,赤色,あかいろ,아카이로,붉은색,N1,Red color
26436,閉じ込める,とじこめる,토지코메루,가두다,N1,"to lock up, to confine"
11249,券,けん,켄,권,N3,Ticket; coupon; bond
24487,付き合い,つきあい,츠키아이,교제,N3,"association, socializing, dating"
22952,大王,だいおう,다이오우,대왕,N1,great king
16687,少子,しょうし,쇼우시,저출생,N3,"declining birthrate, having few children"
70033,流罪,るざい,루자이,유죄(귀양),N1,Exile; banishment
62955,膿,うみ,우미,고름,N4,Pus
21085,ソウセキ,そうせき,소우세키,소세키,N1,Soseki (Natsume Soseki)
54107,心苦しい,こころぐるしい,코코로구루시이,미안해 마음이 괴롭다,N1,feeling bad about; painful
51801,削り節,けずりぶし,케즈리부시,가다랑어포 등 깎은 것,N1,dried bonito flakes
20175,説教,せっきょう,셋쿄우,설교,N1,"sermon, preaching, scolding"
17470,進捗,しんちょく,신쵸쿠,진척,N3,"progress, under way"
11601,下落,げらく,게라쿠,하락,N2,Depreciation; decline; fall
45923,秘伝,ひでん,히덴,비전,N2,secret; mystery; trade secret
10829,軍,ぐん,군,군,N4,Army; force; troops
8831,機密,きみつ,키미츠,기밀,N3,Secrecy; confidential; secret
38723,遊歩,ゆうほ,유우호,"산책,유보",N1,walking; stroll
8864,客室,きゃくしつ,캬쿠시츠,객실,N1,Guest room; cabin
36517,満ち溢れる,みちあふれる,미치아후레루,가득 차서 넘치다,N1,to be full of; to overflow with
35051,防御,ぼうぎょ,보우교,방어,N1,defense; safeguard
30294,晴れ間,はれま,하레마,잠깐 갠 날,N1,break in the clouds; interval of sunlight
64083,引き立てる,ひきたてる,히키타테루,돋보이게 하다,N3,To favor; to promote; to set off (to advantage)
6515,課する,かする,카스루,부과하다,N2,To impose; to levy; to assign
30183,払い,はらい,하라이,지불,N1,payment; bill; sweeping stroke (calligraphy)
30528,媒介,ばいかい,바이카이,매개,N1,mediation; agency; vector (science)
30548,媒体,ばいたい,바이타이,매체,N1,medium; media
27095,動ずる,どうずる,도우즈루,동요하다,N2,"to be perturbed, to be shaken"
10197,口当たり,くちあたり,쿠치아타리,입에 닿는 느낌,N1,Taste; palate; mouthfeel
4230,延滞,えんたい,엔타이,연체,N1,Delay; arrears; overdue
4633,大粒,おおつぶ,오오츠부,알이 굵음,N1,Large grain; large drop
2118,一望,いちぼう,이치보우,일망,N3,A sweeping view; bird's-eye view
2628,彩る,いろどる,이로도루,물들이다,N3,To color; to paint; to decorate
98723,各駅,かくえき,카쿠에키,각역,N1,Every station
47829,居心地,いごごち,이고고치,기분(머무를때의),N1,comfort (at home/place)
68340,燃え盛る,もえさかる,모에사카루,활활타다,N2,To be in full blaze
69738,蛇尾,だび,다비,사미(뱀 꼬리),N1,"Ending weakly (from ""Dragon head, snake tail"")"
69758,粒々,りゅうりゅう,류류,알알이; 낟알,N1,Grains; lumps
69195,夜露,よつゆ,요츠유,밤이슬,N1,Night dew
70852,夕涼み,ゆうすずみ,유스즈미,저녁 바람을 쐼,N1,Enjoying the evening cool
69869,糧道,りょうどう,료도,양도(식량 보급로),N1,Supply route
67673,蒸し風呂,むしぶろ,무시부로,"증기탕, 사우나",N1,Steam bath; sauna
68293,猛禽,もうきん,모킨,맹금류,N1,Bird of prey
68742,揺らめく,ゆらめく,유라메쿠,흔들리다,N1,To waver; to flicker
71112,激辛,げきから,게키카라,매우 매움,N1,Extra spicy
68261,面前,めんぜん,멘젠,면전,N2,In front of one; presence
45653,備長,びんちょう,빈쵸우,비장,N1,Bincho (high-quality charcoal)
41459,焼酎,しょうちゅう,쇼우츄우,소주,N1,Shochu (distilled liquor)
39642,来訪,らいほう,라이호우,내방,N1,visit; call
38216,夜景,やけい,야케이,야경,N3,night view
38499,山々,やまやま,야마야마,산들,N3,mountains
715,遊び,あそび,아소비,놀이,N3,Play; game; amusement; slack
38131,焼き鳥,やきとり,야키토리,야키토리,N2,yakitori (grilled chicken)
26010,当事,とうじ,토우지,당사,N1,the matter in question
22929,台,だい,다이,대,N3,"stand, rack, platform, counter for machines"
38944,揺れ,ゆれ,유레,흔들림,N3,shaking; vibration; tremor
1662,勢い,いきおい,이키오이,기세,N3,Force; vigor; momentum; trend
38438,山崩れ,やまくずれ,야마쿠즈레,산사태,N1,landslide
36195,満塁,まんるい,만루이,만루,N2,bases loaded (baseball)
17502,新入,しんにゅう,신뉴우,신입,N3,"newly entered, newcomer"
36111,円やか,まろやか,마로야카,"둥근 모양,순함",N2,mellow; mild; smooth
35989,侭,まま,마마,~인 채,N5,as it is; just as (mama)
35187,没頭,ぼっとう,봇토우,몰두,N2,absorption; immersion; devotion
20694,税,ぜい,제이,세,N4,"tax, duty"
1119,洗う,あらう,아라우,씻다,N5,To wash; to inquire into
21189,ソウル,ソウル,소우루,서울,N1,Seoul (capital of South Korea)
1722,育児,いくじ,이쿠지,육아,N3,Childcare; nursing
20720,絶賛,ぜっさん,젯산,"극찬,절찬",N1,"high praise, rave review"
17343,新作,しんさく,신사쿠,신작,N4,"new work, new production"
9000,救出,きゅうしゅつ,큐우슈츠,구출,N2,Rescue; salvage
32722,不幸,ふこう,후코우,불행,N2,unhappiness; misfortune; bereavement
27060,同士,どうし,도우시,"동류,-끼리",N3,"fellow, companion, among (e.g., women)"
12882,孤独,こどく,코도쿠,고독,N2,Solitude; loneliness
38583,唯一,ゆいいつ,유이이츠,유일,N3,only; sole; unique
37801,最も,もっとも,못토모,가장,N3,most; extremely
29859,発車,はっしゃ,핫샤,발차,N2,Departure of a vehicle
7052,構う,かまう,카마우,상관하다,N2,To mind; to care about; to entertain
7733,観点,かんてん,칸텐,관점,N2,Point of view; perspective
1898,以上,いじょう,이죠우,이상,N5,More than; this is all; since
68126,安値,やすね,야스네,싼 가격,N1,Low price
57201,寸秒,すんびょう,슨뵤우,"촌초, 아주 짧은 시간",N1,A moment; a split second
6369,嵩む,かさむ,카사무,커지다,N2,To pile up; to increase (costs)
52234,賢者,けんじゃ,켄쟈,현자,N2,wise man; sage
39991,理性,りせい,리세이,이성,N2,reason; rationality
40197,涼,りょう,료우,시원함,N1,coolness
38669,友情,ゆうじょう,유우죠우,우정,N3,friendship
37634,盲目,もうもく,모우모쿠,맹목,N2,blindness; blind
38990,よいしょ,よいしょ,요이쇼,이영차 (무거운 짐을 들 때). (よいしょする의 형태로) 치켜세우다. 부추기다,N2,heave-ho; (slang) flattery
37146,無知,むち,무치,무지,N2,ignorance
37186,無謀,むぼう,무보우,무모,N2,reckless; thoughtless
36164,満足,まんぞく,만조쿠,만족,N3,satisfaction; contentment
34266,鞭撻,べんたつ,벤타츠,편달,N1,encouragement; urging; whipping
22633,多忙,たぼう,타보우,"다망, 바쁨",N3,very busy
30614,暴露,ばくろ,바쿠로,폭로,N2,exposure; disclosure; revelation
30539,買収,ばいしゅう,바이슈우,인수,N1,acquisition; buyout; bribery
32992,不満,ふまん,후만,불만,N3,dissatisfaction; discontent
32548,深める,ふかめる,후카메루,깊게하다,N3,to deepen; to heighten
30576,馬鹿馬鹿しい,ばかばかしい,바카바카시이,어리석다,N2,absurd; ridiculous
606,葦,あし,아시,갈대,N4,Reed; rush
10069,釘,くぎ,쿠기,못,N2,Nail; spike
30485,ハート,ハート,하아토,하트,N1,heart (shape/feeling)
3385,生み出す,うみだす,우미다스,낳다,N2,To create; to produce; to bring forth
30812,板金,ばんきん,반킨,판금,N1,sheet metal
30331,半額,はんがく,한가쿠,반액,N1,half price
31226,引き下げ,ひきさげ,히키사게,인하,N1,reduction; cut; lowering
3186,疑い,うたがい,우타가이,의심,N4,Doubt; suspicion; uncertainty
324,証し,あかし,아카시,증거,N1,Proof; evidence; testimony
30964,ぱちん,ぱちん,파친,톡,N1,clicking sound; (pachinko)
1810,意志,いし,이시,의지,N1,Will; volition; determination
11844,校,こう,코으,"교, 학교",N4,School; proof (printing)
10320,首筋,くびすじ,쿠비스지,목덜미,N1,Nape of the neck
703,焦る,あせる,아세루,초조해하다,N3,To be in a hurry; to be impatient; to panic
6557,化石,かせき,카세키,화석,N2,Fossil
1621,如何なる,いかなる,이카나루,어떠한,N2,Any kind of; what sort of
8811,希望,きぼう,키보우,희망,N4,Hope; wish; aspiration
6902,奏でる,かなでる,카나데루,연주하다,N2,To play (an instrument)
1389,安定,あんてい,안테이,안정,N4,Stability; equilibrium
8261,機,き,키,기,N5,Machine; opportunity; aircraft
19848,静寂,せいじゃく,세이쟈쿠,정적,N2,"silence, stillness, quiet"
33822,へい,へい,헤이,헤이,N2,Hey!; Yes (humble)
31338,膝,ひざ,히자,무릎,N4,knee; lap
38538,遣り直す,やりなおす,야리나오수,다시 시작하다,N2,to do over; to start again
6590,数える,かぞえる,카조에루,세다,N4,To count
6024,カガ,かが,카가,카가,N1,Kaga (province/city)
6849,カトウ,かとう,카토우,가토,N2,Kato (surname)
17234,真,しん,신,진정,N3,"truth, reality, genuine"
30303,ハン,はん,한,한,N1,half; stamp; group (phonetic)
29724,始まる,はじまる,하지마루,시작되다,N5,To begin / to start
26568,飛び回る,とびまわる,토비마와루,"날아다니다, 누비다",N2,"to fly about, to bustle about"
4952,押し寄せる,おしよせる,오시요세루,몰려들다. 밀어닥치다,N3,To surge; to rush toward; to crowd
5233,思い返す,おもいかえす,오모이카에스,다시 생각하다,N1,To rethink; to change one's mind; to recall
24456,使い分ける,つかいわける,츠카이와케루,구분해서 사용하다,N1,"to use properly, to use different things for different purposes"
22653,魂,たましい,타마시이,영혼,N3,"soul, spirit"
137240,弾き,はじき,하지키,구슬,N3,Playing (strings); repulsion
23402,チェ,체,체,채,N1,(interjection of tongue-clicking/irritation)
13625,さあ,さあ,사아,"자, 어서",N1,Come; now; well
40341,利用,りよう,리요우,이용,N5,use; utilization
21823,対する,たいする,타이스루,대하다,N5,"to face, to be towards, to contrast"
12312,効能,こうのう,코우노우,효능,N1,Efficacy; benefit; effect
11382,ケンタ,けんた,켄타,켄타(사람이름),N3,Kenta (name) / Quince
21290,素材,そざい,소자이,소재,N4,"material, raw material, subject matter"
1218,或いは,あるいは,아루이하,혹은,N1,Or; perhaps; possibly
227562,部屋係,へやがかり,헤야가카리,객실 담당,N1,Room attendant / Concierge
11952,好奇,こうき,코우키,호기,N2,Curiosity
48425,肩凝り,かたこり,카타코리,어깨 결림,N2,stiff shoulder
37134,難しい,むずかしい,무즈카시이,어려운,N5,difficult
53156,言の葉,ことのは,코토노하,"말, 단어, 시가",N1,words; lyrics
61352,雑煮,ぞうに,조우니,떡국,N1,Zoni (New Year's soup with mochi)
210481,数多く,かずおおく,카즈오오쿠,수많다,N3,Numerous / Many
159,愛想,あいそ,아이소,"붙임성,애상",N2,"Civility; sociability; (often ""aiso"" - friendliness)"
2334,移動,いどう,이도우,이동,N4,Movement; transfer; migration
12841,孤島,ことう,코토우,"외딴 섬,고도",N1,Solitary island
3379,生まれる,うまれる,우마레루,생겨나다,N5,To be born; to come into existence
41161,若手,わかて,와카테,젊은,N3,young person; newcomer
9555,着る,きる,키루,입다,N5,To wear (on upper body)
8842,キムラ,きむら,키무라,키무라,N1,Kimura (surname)
87836,語り合う,かたりあう,카타리아우,이야기를 나누다,N3,To talk together
2895,雨,あめ(う),아메(우),비(우),N4,Rain
169,間柄,あいだがら,아이다가라,사람들 사이의 관계,N1,Relation(ship); terms
33980,遜る,へりくだる,헤리쿠다루,겸양하다,N1,to humble oneself; to be modest
87796,螺貝,にじがい,니지가이,나조개,N1,Conch shell
63115,のろのろ,のろのろ,노로노로,느릿느릿,N1,Slowly; sluggishly
61247,草原,そうげん,소우겐,초원,N3,Grassland; prairie
61234,雑巾,ぞうきん,조우킨,걸레,N2,Dustcloth; cleaning rag
60997,取り次ぐ,とりつぐ,토리츠구,중개하다,N1,To act as an intermediary; to announce a visitor
33543,分,ぶん,분,"분, 몫",N4,part; segment; status; degree
20214,接戦,せっせん,셋센,접전,N2,"close game, tight race"
7581,韓国,かんこく,칸코쿠,한국,N3,South Korea
15994,車両,しゃりょう,샤료우,차량,N3,Vehicle; rolling stock; railroad car
2614,色合い,いろあい,이로아이,색감,N2,Coloring; shade; tone
30931,パク,パク,파쿠,박,N2,eating/snapping sound; (paku-paku)
18654,常連,じょうれん,죠우렌,단골,N2,regular customer
241118,仕事帰り,しごとがえり,시고토가에리,퇴근,N3,On the way home from work
33870,弊社,へいしゃ,헤이샤,회사,N1,our company (humble)
7640,感じ,かんじ,칸지,느낌,N3,Feeling; sense; impression
28846,熱狂,ねっきょう,넷쿄우,열광,N1,Enthusiasm / frenzy / craze
4981,遅く,おそく,오소쿠,늦게,N4,Late; slowly
2309,イトウ,いとう,이토우,이토,N2,Ito (common surname)
29249,乗り換え,のりかえ,노리카에,환승,N2,Transfer (train/bus)
200,生憎,あいにく,아이니쿠,공교롭게도. 마침,N2,Unfortunately; unluckily
27000,動画,どうが,도우가,영상,N2,"video, moving image"
100694,声掛け,こえがけ,코에가케,말을 거는 것,N2,Calling out; greeting
27734,眺め,ながめ,나가메,경치,N2,"view, scene, outlook"
356,明かり,あかり,아카리,등불,N4,Light; illumination; lamp
26661,共々,ともども,토모도모,함께,N1,"together, with"
45642,ストリーミング,ストリーミング,스토리밍구,스트리밍,N5,streaming
70530,山荒らし,やまあらし,야마아라시,호저(산미치광이),N1,Porcupine; ravaging mountains
69236,夜更かし,よふかし,요후카시,밤샘,N3,Staying up late
11560,下駄,げた,게타,"나막신,게다",N1,Geta (traditional Japanese wooden clogs)
37385,巡り,めぐり,메구리,순회,N2,tour; cycle; circulation
62245,情け深い,なさけぶかい,나사케부카이,정이 깊다,N1,Compassionate; kind-hearted
62273,謎々,なぞなぞ,나조나조,수수께끼,N2,Riddle; puzzle
11376,喧騒,けんそう,켄소우,소음,N2,Tumult; bustle; noise
434,飽きる,あきる,아키루,싫증나다,N3,To get tired of; to lose interest
59657,近付き,ちかずき,치카즈키,친하게 지냄,N1,Acquaintance; approach
22061,タカハシ,たかはし,타카하시,다카하시,N2,Takahashi (surname)
34771,程,ほど,호도,정도,N2,extent; degree; (as a particle) about
734,温かみ,あたたかみ,아타타카미,따뜻함,N1,Warmth
62348,何とぞ,なにとぞ,나니토조,제발. 부디. 아무쪼록,N2,Please; kindly
52597,光栄,こうえい,코우에이,영광,N2,honor; glory
25258,手前,てまえ,테마에,앞쪽,N3,"before, this side, one's standpoint"
14447,更なる,さらなる,사라나루,한층 더,N1,Even more; further
36387,見知る,みしる,미시루,면식이 있다,N2,to recognize; to know
20869,前任,ぜんにん,젠닌,전임,N1,"predecessor, previous post"
64512,西日,にしび,니시비,석양. 저녁해,N1,Setting sun; afternoon sun
14285,サトウ,さとう,사토우,사토,N3,Sato (common surname)
48973,かねがね,かねがね,카네가네,전부터,N1,for some time; already
9021,球場,きゅうじょう,큐우죠우,구장,N2,Baseball stadium; ball park
8693,着付け,きつけ,키츠케,옷입기,N1,Dressing (someone) in a kimono
37260,銘菓,めいか,메이카,명과,N1,famous confection
62833,螺子回し,ねじまわし,네지마와시,드라이버,N1,Screwdriver
63242,廃油,はいゆ,하이유,폐유,N1,Waste oil
